0,0.5001,0.50101,0.30257,0.50021,0.50009,0.50002,0.50441,0.50022,0.50858,0.50022,0.50858,0.99999,0,0,0.0040144
0.1,0.49943,0.5012,0.30348,0.49968,0.50011,0.49998,0.50418,0.50011,0.50886,0.50011,0.50886,0.99999,0,0,0.0037783
0.2,0.49923,0.50029,0.30348,0.50012,0.49999,0.49969,0.5043,0.50039,0.50857,0.50039,0.50857,0.99999,0,0,0.0038645
0.3,0.4988,0.4999,0.30473,0.50001,0.49994,0.49979,0.50447,0.50031,0.50854,0.50031,0.50854,0.99999,0,0,0.003821
0.4,0.4988,0.4999,0.30473,0.50001,0.49994,0.49979,0.50447,0.50031,0.50854,0.50031,0.50854,0.99999,0,0,0.0037251
0.5,0.49923,0.49923,0.30377,0.5001,0.5,0.49993,0.5044,0.50006,0.50847,0.50006,0.50847,0.99999,0,0,0.0036854
0.6,0.4999,0.50101,0.30339,0.50011,0.49989,0.50013,0.50418,0.50024,0.50878,0.50024,0.50878,0.99999,0,0,0.0038337
0.7,0.49904,0.50081,0.30363,0.50023,0.50002,0.50014,0.50429,0.50015,0.50859,0.50015,0.50859,0.99999,0,0,0.0038878
0.8,0.50072,0.49995,0.30449,0.50001,0.50003,0.50003,0.50431,0.50036,0.50867,0.50036,0.50867,0.99999,0,0,0.0038067
0.9,0.50072,0.49995,0.30449,0.50001,0.50003,0.50003,0.50431,0.50036,0.50867,0.50036,0.50867,0.99999,0,0,0.0037888
1,0.5001,0.50053,0.30382,0.49995,0.49988,0.49984,0.50431,0.50024,0.50852,0.50024,0.50852,0.99999,-0.00065548,0.0017141,0.0039034
1.1,0.5001,0.49899,0.30473,0.50007,0.49973,0.49997,0.50431,0.50012,0.50846,0.50012,0.50846,0.99999,-0.00028252,0.0014782,0.0038049
1.2,0.50144,0.50053,0.30401,0.50003,0.49995,0.50022,0.50437,0.50017,0.50846,0.50017,0.50846,0.99999,-0.00029802,0.0012451,0.0037295
1.3,0.49957,0.5001,0.30396,0.49974,0.5002,0.49996,0.50422,0.50015,0.50864,0.50015,0.50864,0.99999,-0.00068537,0.0015655,0.0041429
1.4,0.50067,0.49976,0.30439,0.50002,0.50014,0.49999,0.50434,0.50021,0.50858,0.50021,0.50858,0.99999,-0.00037183,0.0015572,0.0041592
1.5,0.50029,0.5001,0.30334,0.49988,0.50027,0.49962,0.50442,0.50018,0.50856,0.50018,0.50856,0.99999,-0.00022606,0.0015849,0.004086
1.6,0.50019,0.49895,0.30382,0.4998,0.49971,0.50016,0.50424,0.5003,0.50861,0.5003,0.50861,0.99999,-0.00012202,0.0014495,0.0038844
1.7,0.5,0.50024,0.30411,0.50007,0.49984,0.49993,0.50427,0.50037,0.50858,0.50037,0.50858,0.99999,8.9305e-05,0.0015415,0.0037973
1.8,0.49971,0.49933,0.30363,0.49997,0.50011,0.49989,0.50416,0.50036,0.50846,0.50036,0.50846,0.99999,-0.0002166,0.0013749,0.0038528
1.9,0.49971,0.49933,0.30363,0.49997,0.50011,0.49989,0.50416,0.50036,0.50846,0.50036,0.50846,0.99999,0.00013114,0.0014487,0.0037892
2,0.49914,0.50024,0.30329,0.49968,0.50017,0.50007,0.50432,0.50019,0.50868,0.50019,0.50868,0.99999,0.0003207,0.0013433,0.0039163
2.1,0.50024,0.49962,0.30372,0.49998,0.49999,0.49991,0.50435,0.50017,0.50869,0.50017,0.50869,0.99999,0.00043267,0.0013229,0.0038152
2.2,0.50043,0.50086,0.30305,0.50013,0.5,0.49989,0.50441,0.50013,0.50845,0.50013,0.50845,0.99999,0.00055377,0.0012769,0.0037696
2.3,0.50024,0.49976,0.30391,0.50005,0.50001,0.49981,0.5042,0.50048,0.50848,0.50048,0.50848,0.99999,0.00031574,0.0017491,0.0038317
2.4,0.49933,0.49852,0.30473,0.49998,0.4999,0.49996,0.50432,0.50029,0.50864,0.50029,0.50864,0.99999,0.00056547,0.0016219,0.0037468
2.5,0.49952,0.50144,0.30506,0.50022,0.50002,0.5,0.50413,0.5001,0.50846,0.5001,0.50846,0.99999,0.00057457,0.0018017,0.0036442
2.6,0.5001,0.50048,0.30516,0.49987,0.50004,0.49989,0.50437,0.50018,0.50865,0.50018,0.50865,0.99999,0.00055761,0.0015875,0.0036538
2.7,0.49919,0.50115,0.3031,0.50029,0.5001,0.50001,0.50423,0.5001,0.50841,0.5001,0.50841,0.99999,0.00076268,0.001839,0.0035924
2.8,0.50005,0.50067,0.30454,0.5,0.50016,0.49963,0.50438,0.5002,0.5088,0.5002,0.5088,0.99999,0.0006836,0.0020156,0.0035901
2.9,0.50005,0.50067,0.30454,0.5,0.50016,0.49963,0.50438,0.5002,0.5088,0.5002,0.5088,0.99999,0.00067759,0.0017054,0.0035338
3,0.50029,0.50057,0.30425,0.50001,0.49987,0.49999,0.50423,0.50013,0.50876,0.50013,0.50876,0.99999,0.00056,0.0021387,0.0036246
3.1,0.50014,0.50005,0.3043,0.49991,0.50005,0.50016,0.50423,0.5002,0.50859,0.5002,0.50859,0.99999,0.00067775,0.0019036,0.0036406
3.2,0.50034,0.50077,0.30301,0.50009,0.50005,0.50006,0.50432,0.50048,0.50862,0.50048,0.50862,0.99999,0.00103,0.0021659,0.0039244
3.3,0.4999,0.50057,0.30315,0.50019,0.50004,0.4997,0.50426,0.50002,0.50858,0.50002,0.50858,0.99999,0.0008121,0.0021275,0.0039612
