0,0.002,0,0.002,0
0.1,0,0.002,0,0.002
0.2,0.0013739,0.0023087,0.00031745,0
0.3,0,0.002,0,0.002
0.4,0,0.002,0,0.002
0.5,0,0.002,0,0.002
0.6,0,0.002,2.3283e-10,0.002
0.7,0,0.002,0,0.002
0.8,2.3283e-10,0.002,0,0.002
0.9,0,0.002,0,0.002
1,0,0.002,0,0.002
1.1,0.014931,0.016409,0.015807,0.019331
1.2,0.030383,0.032012,0.029994,0.035796
1.3,0.045849,0.050828,0.045432,0.056209
1.4,0.068725,0.065558,0.063791,0.071546
1.5,0.085516,0.089826,0.080794,0.092466
1.6,0.10868,0.11203,0.10481,0.11611
1.7,0.13314,0.1385,0.13091,0.1376
1.8,0.15791,0.16067,0.15993,0.16206
1.9,0.19014,0.18874,0.18669,0.1915
2,0.2167,0.22019,0.21322,0.22062
2.1,0.24461,0.2531,0.24016,0.25429
2.2,0.28163,0.28481,0.27664,0.28948
2.3,0.31571,0.32034,0.30879,0.3236
2.4,0.32677,0.32594,0.31846,0.3361
2.5,0.33461,0.3422,0.32824,0.35125
2.6,0.34355,0.34669,0.34209,0.35958
2.7,0.36226,0.36362,0.35148,0.36924
2.8,0.37015,0.37309,0.36038,0.38318
2.9,0.38239,0.3861,0.37251,0.40477
3,0.39394,0.39984,0.38091,0.41327
3.1,0.40913,0.4126,0.39896,0.42966
3.2,0.42003,0.42933,0.40594,0.44157
3.3,0.43445,0.44491,0.42078,0.45876
3.4,0.44856,0.45885,0.43514,0.47262
3.5,0.46749,0.47427,0.45013,0.4935
3.6,0.47865,0.49179,0.46057,0.50735
3.7,0.49557,0.51052,0.49042,0.51105
3.8,0.51334,0.50815,0.52165,0.50576
3.9,0.52438,0.51995,0.52641,0.51638
4,0.5269,0.52118,0.52515,0.52374
4.1,0.55025,0.54639,0.54467,0.5508
4.2,0.53821,0.54262,0.53403,0.54389
4.3,0.54077,0.53456,0.53973,0.53736
