1.04882812,0.03579712,-0.00961304,0.33520508
1.03808594,0.01686096,-0.06219482,0.25659180
1.04589844,0.00817108,-0.00851440,0.22619629
1.03906250,0.01261902,0.00961304,0.31542969
1.03417969,-0.00663757,-0.05450439,0.26684570
1.01855469,0.00917816,-0.02993774,0.28735352
1.02929688,-0.01139069,-0.05364990,0.33398438
1.02148438,0.00430679,-0.07452393,0.26782227
1.03222656,-0.00786591,-0.06829834,0.27026367
1.02246094,0.00737381,-0.01948547,0.30639648
1.03125000,-0.01106262,-0.07000732,0.27197266
1.02734375,-0.01360321,-0.07818604,0.25000000
1.03320312,-0.00088978,-0.05651855,0.27636719
1.03613281,-0.03247070,-0.07702637,0.26953125
1.02343750,-0.00546646,-0.06109619,0.21801758
1.02441406,-0.02748108,-0.09515381,0.25317383
1.02246094,-0.01310730,-0.06756592,0.24279785
1.02343750,0.01037598,-0.02661133,0.23718262
1.03320312,-0.02249146,-0.07305908,0.20849609
1.02539062,-0.03820801,-0.11907959,0.24340820
1.03027344,-0.02030945,-0.09313965,0.25756836
1.02929688,0.00428009,-0.06317139,0.32543945
1.03222656,0.00545883,-0.05450439,0.27661133
1.03417969,-0.02850342,-0.08715820,0.18969727
1.03808594,-0.00241089,-0.03298950,0.22680664
1.02929688,-0.00633240,-0.06933594,0.31567383
1.02441406,-0.02523804,-0.09893799,0.21728516
1.03222656,0.01847839,-0.00881195,0.22998047
1.03417969,0.01600647,-0.03411865,0.26489258
1.03417969,-0.00445557,-0.05047607,0.29321289
1.03613281,-0.00204086,-0.02877808,0.29052734
1.04003906,0.00277328,-0.03598022,0.19616699
1.04003906,0.02249146,0.01493835,0.30517578
1.03125000,0.01600647,-0.00457764,0.23156738
1.03417969,-0.01118469,-0.07476807,0.26440430
1.03710938,-0.01048279,-0.03668213,0.25903320
1.03613281,-0.00606918,-0.04428101,0.23229980
1.03222656,0.01846313,-0.07727051,0.29272461
1.03515625,0.01834106,-0.03646851,0.22045898
1.03613281,0.00351524,-0.06616211,0.28881836
1.02929688,-0.01647949,-0.08264160,0.21179199
1.04296875,-0.00444412,-0.06433105,0.23803711
1.04101562,0.01750183,-0.03019714,0.21496582
1.04199219,0.00262833,-0.04528809,0.25073242
1.04980469,-0.01059723,-0.03845215,0.19592285
1.03710938,0.00641251,-0.05340576,0.24963379
1.04394531,0.00554657,-0.04119873,0.25927734
1.03125000,-0.00261497,-0.05648804,0.27978516
1.03808594,-0.01666260,-0.07977295,0.23071289
1.03710938,0.00690842,-0.09973145,0.28613281
1.04785156,0.05102539,0.00213242,0.30517578
1.04394531,0.02171326,-0.03002930,0.26831055
1.03710938,0.02653503,-0.05526733,0.27856445
1.04687500,0.04431152,-0.02658081,0.31909180
1.05078125,0.00513840,-0.05151367,0.26245117
1.04687500,0.02302551,-0.03765869,0.27783203
1.05273438,0.00173950,-0.06246948,0.28979492
1.04785156,0.01085663,-0.03427124,0.23608398
1.04101562,-0.00158501,-0.04629517,0.28320312
1.04785156,0.01736450,-0.07373047,0.26733398
1.04980469,0.00856018,-0.05505371,0.24633789
1.05566406,-0.00251961,-0.04550171,0.18371582
1.05371094,0.01722717,-0.04061890,0.28369141
1.04882812,0.02568054,-0.03903198,0.27075195
1.05078125,0.04403687,0.00823212,0.20458984
1.05273438,0.02175903,-0.01183319,0.19226074
1.05468750,0.00158405,-0.05657959,0.17065430
1.04882812,0.03460693,-0.02174377,0.23950195
1.05566406,0.03430176,-0.00092220,0.23754883
1.04882812,-0.01797485,-0.11462402,0.15441895
1.06054688,0.04232788,0.01618958,0.27929688
1.04296875,0.04281616,-0.02658081,0.21850586
1.05371094,0.00885010,-0.03347778,0.24365234
1.05859375,-0.00907898,-0.07482910,0.31127930
1.05078125,0.01519775,-0.06646729,0.22363281
1.05371094,0.02671814,-0.05175781,0.24377441
1.05761719,0.01062012,-0.05392456,0.20202637
1.06152344,0.03656006,-0.00526047,0.29687500
1.05761719,0.02404785,-0.07861328,0.22082520
1.05371094,0.01477051,-0.06094360,0.28393555
1.05957031,0.03536987,-0.01885986,0.18212891
1.05468750,0.02114868,-0.03311157,0.25830078
1.05957031,0.02203369,-0.03640747,0.25585938
1.05468750,0.02426147,-0.06762695,0.27905273
1.05566406,0.02613831,-0.08282471,0.27172852
1.05957031,0.04193115,-0.05035400,0.27099609
1.06738281,0.01083374,-0.03050232,0.36938477
1.06640625,0.03881836,-0.01997375,0.23583984
1.06445312,0.02935791,-0.01876831,0.34228516
1.06835938,0.04431152,-0.00402832,0.25048828
1.06835938,0.04302979,0.00807190,0.19750977
1.06054688,0.04156494,-0.03155518,0.29418945
1.06640625,0.02758789,-0.09399414,0.25683594
1.07128906,0.03436279,0.02661133,0.32519531
1.06542969,0.01983643,-0.06927490,0.24536133
1.06542969,0.02827454,-0.03930664,0.25903320
1.06640625,0.05728149,-0.01091003,0.18542480
1.06347656,0.05651855,-0.03146362,0.28222656
