0.81780565,-0.42161536,-0.58386767,0.41584712
1.00959873,-0.04278130,-0.63651460,-0.16897918
1.02906430,-0.40343881,-0.38871938,-0.06086201
0.99924171,-0.40617433,-0.44018576,0.03327583
0.91372699,-0.46979222,-0.47773096,0.24342604
0.94355810,-0.46687785,-0.45167017,0.17738627
0.75275332,-0.26242468,-0.74757802,0.49248797
0.91997898,-0.61370039,-0.31011352,0.21167947
0.98736048,-0.34955919,-0.50448984,0.05458868
0.72383046,-0.63426626,-0.41516763,0.57361025
0.96222740,-0.00297116,-0.71457070,-0.07329989
0.55257690,0.49176890,-1.06013858,0.21752642
0.94995534,0.19718133,-0.68336624,-0.31964570
0.91504794,-0.00611664,-0.77122283,0.04669644
0.92421740,-0.18751244,-0.68160444,0.14079067
0.92144573,-0.09207646,-0.74121308,0.10284825
0.76043504,0.39435735,-0.93881875,-0.04287784
0.92292792,0.36521012,-0.69309700,-0.46751651
0.97983843,0.30268314,-0.56333488,-0.60600591
1.04104853,0.09514100,-0.49627045,-0.51615083
0.90249169,0.40993521,-0.69732529,-0.49008316
1.04116392,0.14436784,-0.47223979,-0.59850603
1.08083820,-0.14247039,-0.42158049,-0.37671232
0.91722649,0.26297230,-0.79089779,-0.23693629
0.97757614,0.13132156,-0.70807040,-0.24915518
0.99831653,-0.02672993,-0.66598243,-0.14147118
0.99275941,0.23677638,-0.62866408,-0.47357944
1.00056779,0.00498568,-0.66711897,-0.17847303
1.04478061,0.07228108,-0.54432571,-0.44107303
0.98725373,0.16339180,-0.68607825,-0.32072222
1.05368185,0.06722217,-0.50806147,-0.48584467
1.06550872,-0.15731184,-0.48523003,-0.27174467
1.05244315,-0.21690033,-0.49241728,-0.18184938
1.09793568,-0.24824528,-0.24975781,-0.46835563
1.08061981,-0.29161212,-0.33804637,-0.30155757
1.00845313,-0.58106071,-0.18830819,-0.06081297
1.01310599,-0.45281148,-0.37192056,-0.00593120
1.05362761,-0.04722290,-0.52789360,-0.33477700
1.09553623,-0.16140714,-0.29268891,-0.51561785
0.95683306,-0.01418312,-0.73187327,-0.03529377
1.02409053,-0.20409654,-0.55811942,-0.09101323
1.07072008,0.04664611,-0.35980234,-0.64712989
1.03091192,0.16393390,-0.53363603,-0.54054385
1.06659770,-0.10218398,-0.49404100,-0.32525203
1.08643150,-0.20992348,-0.09823711,-0.66735482
1.09346211,-0.27214891,-0.12205939,-0.57866758
1.04103971,-0.55532360,-0.00078037,-0.33559471
1.08198118,-0.09823188,-0.41604719,-0.43399897
1.02425587,-0.14589040,-0.58039528,-0.13194011
0.91112578,-0.08576286,-0.75665468,0.12460792
1.03001630,-0.33211857,-0.45265168,-0.07103214
1.04437172,-0.48725897,-0.15693715,-0.24202338
0.95472527,-0.31891853,-0.57410294,0.13453233
0.97553384,-0.56077462,-0.22719467,-0.00312335
1.07034934,-0.14670175,-0.40345263,-0.38029045
0.97952062,0.10662933,-0.69108701,-0.24246469
0.95617753,0.28156853,-0.67650014,-0.42938057
0.83867633,0.56194562,-0.40491608,-0.91500121
0.93792295,0.03910664,-0.75988644,-0.04272908
0.99427778,-0.44905403,-0.38384247,0.02440235
0.99158031,-0.66737980,0.06915156,-0.23139855
0.98989475,0.27635631,-0.50029248,-0.65796608
1.01168394,-0.18642649,-0.52952164,-0.12875932
0.99917847,0.04242984,-0.64586753,-0.24275874
0.99582362,-0.43021134,-0.41932446,0.04096837
0.88554466,-0.14426933,-0.74571627,0.20723350
0.85168111,-0.24309051,-0.71294808,0.32030544
1.02406752,-0.23537919,-0.52882785,-0.08839066
1.01065826,0.02740266,-0.64557040,-0.23913935
0.88496155,0.14196445,-0.83336574,-0.01684615
0.95786178,-0.19980882,-0.64286655,0.07344776
0.92187005,-0.37588409,-0.56261224,0.22302879
0.69089758,-0.06249606,-0.88304335,0.48815662
1.06043911,-0.11916712,-0.48558715,-0.30858162
0.66607326,0.36505362,-0.98421156,0.14736620
0.76586711,0.01610517,-0.88298869,0.31482407
0.65275550,0.13601336,-0.97280079,0.40768865
0.02788721,0.84701079,-1.07953703,0.43206099
0.91623908,-0.02902938,-0.76503211,0.06426023
0.67735326,-0.38942832,-0.67392147,0.63869083
0.89242566,0.08645839,-0.82205462,0.02463376
0.82082826,-0.05118594,-0.82994580,0.26939139
1.01942360,-0.08019975,-0.60580093,-0.17216113
1.00484622,-0.33637267,-0.50022882,0.01522374
0.76297939,0.31663123,-0.95058626,0.05490724
0.81389964,0.09633669,-0.89038467,0.17840391
0.91822046,0.05766909,-0.78499025,-0.01339482
0.88173336,-0.24894586,-0.68626034,0.26319507
0.97308290,-0.16006872,-0.64815587,0.01737517
0.46310151,0.79154944,-1.03385198,-0.04829516
0.89421231,0.47539678,-0.67039961,-0.58446205
0.89728653,0.11145686,-0.82353920,-0.00736379
0.83278477,0.10704800,-0.87865341,0.13192126
0.99156308,-0.20814599,-0.60449076,0.00198449
1.02322042,-0.14642657,-0.58697402,-0.12283520
1.04818785,0.00353133,-0.55076295,-0.36031356
0.93723476,0.34646374,-0.69825774,-0.45682159
1.08372366,-0.21147083,-0.38754463,-0.34017947
1.01644611,-0.08449349,-0.62072849,-0.14732572
0.92440999,0.08058932,-0.78390825,-0.04741314
0.62323201,0.51236117,-1.02444983,0.07470343
0.80496949,0.40195727,-0.90822005,-0.13587098
0.69466269,0.59628367,-0.94755650,-0.18624341
0.92531276,0.44175860,-0.61563790,-0.64274597
0.97997880,0.18139748,-0.69362360,-0.32437271
1.01757145,0.21439391,-0.53678459,-0.57879353
0.82119930,0.57377332,-0.75554764,-0.51786506
1.07007873,0.05315517,-0.32708633,-0.69019163
1.07931447,0.00297180,-0.36758345,-0.59898013
1.02801049,0.18187380,-0.51470059,-0.57857090
