0,0.5011,0.49962,0.30396,0.49994,0.49996,0.50009,0.50431,0.50023,0.50857,0.50023,0.50857
0.1,0.5011,0.49962,0.30396,0.49994,0.49996,0.50009,0.50431,0.50023,0.50857,0.50023,0.50857
0.2,0.50067,0.50096,0.3032,0.50001,0.50018,0.50021,0.5043,0.50038,0.50858,0.50038,0.50858
0.3,0.50043,0.50081,0.30339,0.50006,0.50004,0.49997,0.50407,0.50021,0.50859,0.50021,0.50859
0.4,0.50043,0.50081,0.30339,0.50006,0.50004,0.49997,0.50407,0.50021,0.50859,0.50021,0.50859
0.5,0.50086,0.5012,0.30444,0.49996,0.49996,0.49989,0.50411,0.50013,0.50862,0.50013,0.50862
0.6,0.50086,0.5012,0.30444,0.49996,0.49996,0.49989,0.50411,0.50013,0.50862,0.50013,0.50862
0.7,0.5,0.49885,0.30468,0.50015,0.5,0.50003,0.50423,0.50031,0.50868,0.50031,0.50868
0.8,0.50144,0.4988,0.30348,0.50005,0.49999,0.49984,0.50435,0.50028,0.50854,0.50028,0.50854
0.9,0.50144,0.4988,0.30348,0.50005,0.49999,0.49984,0.50435,0.50028,0.50854,0.50028,0.50854
1,0.4999,0.4989,0.30411,0.50017,0.50016,0.49996,0.50436,0.50033,0.50871,0.50033,0.50871
1.1,0.4999,0.4989,0.30411,0.50017,0.50016,0.49996,0.50436,0.50033,0.50871,0.50033,0.50871
1.2,0.50005,0.49866,0.30482,0.50017,0.50006,0.50012,0.50429,0.50012,0.5087,0.50012,0.5087
1.3,0.50053,0.50086,0.3042,0.49983,0.50012,0.50006,0.50436,0.50025,0.50859,0.50025,0.50859
1.4,0.50029,0.49952,0.30344,0.49988,0.50005,0.49999,0.50434,0.50019,0.50872,0.50019,0.50872
1.5,0.50043,0.49981,0.30358,0.50015,0.5001,0.50004,0.5042,0.50028,0.50868,0.50028,0.50868
1.6,0.50067,0.5,0.30238,0.50015,0.49996,0.50011,0.5042,0.50022,0.50863,0.50022,0.50863
1.7,0.50024,0.49861,0.3042,0.50021,0.49983,0.49999,0.5043,0.50042,0.50857,0.50042,0.50857
1.8,0.50057,0.49928,0.30497,0.50003,0.50001,0.49996,0.50415,0.5002,0.50864,0.5002,0.50864
1.9,0.50101,0.5,0.3042,0.50007,0.50015,0.49986,0.50426,0.50004,0.50865,0.50004,0.50865
2,0.50048,0.50024,0.30277,0.49971,0.4999,0.50015,0.50425,0.50042,0.50875,0.50042,0.50875
2.1,0.50048,0.50024,0.30277,0.49971,0.4999,0.50015,0.50425,0.50042,0.50875,0.50042,0.50875
2.2,0.5,0.49995,0.30463,0.5001,0.50003,0.50018,0.50429,0.50016,0.50863,0.50016,0.50863
2.3,0.49962,0.50043,0.30444,0.4999,0.50017,0.50013,0.50427,0.50016,0.50857,0.50016,0.50857
2.4,0.49962,0.50043,0.30444,0.4999,0.50017,0.50013,0.50427,0.50016,0.50857,0.50016,0.50857
2.5,0.50172,0.49938,0.30368,0.49998,0.50005,0.50001,0.50416,0.50011,0.50867,0.50011,0.50867
2.6,0.50172,0.49938,0.30368,0.49998,0.50005,0.50001,0.50416,0.50011,0.50867,0.50011,0.50867
2.7,0.49971,0.50005,0.30439,0.50004,0.50037,0.49986,0.50424,0.50013,0.50862,0.50013,0.50862
2.8,0.50043,0.49957,0.30363,0.49998,0.50007,0.50016,0.50453,0.50024,0.50861,0.50024,0.50861
2.9,0.50062,0.49933,0.30339,0.49988,0.50011,0.50021,0.50418,0.50015,0.50866,0.50015,0.50866
3,0.50067,0.49928,0.30463,0.5,0.50003,0.50005,0.50401,0.49993,0.50874,0.49993,0.50874
3.1,0.50067,0.49928,0.30463,0.5,0.50003,0.50005,0.50401,0.49993,0.50874,0.49993,0.50874
3.2,0.49928,0.4989,0.30415,0.49998,0.49991,0.50005,0.50437,0.50027,0.50874,0.50027,0.50874
3.3,0.50057,0.50024,0.30377,0.50002,0.50025,0.49998,0.50423,0.5001,0.50862,0.5001,0.50862
3.4,0.50057,0.50024,0.30377,0.50002,0.50025,0.49998,0.50423,0.5001,0.50862,0.5001,0.50862
3.5,0.49962,0.49895,0.30286,0.50003,0.50023,0.49975,0.50433,0.50038,0.50836,0.50038,0.50836
3.6,0.49962,0.49895,0.30286,0.50003,0.50023,0.49975,0.50433,0.50038,0.50836,0.50038,0.50836
3.7,0.49976,0.49947,0.29678,0.49849,0.49847,0.50014,0.50439,0.50015,0.50839,0.50015,0.50839
3.8,0.49986,0.50168,0.29276,0.49989,0.49978,0.5001,0.50466,0.50014,0.50863,0.50014,0.50863
3.9,0.49986,0.50168,0.29276,0.49989,0.49978,0.5001,0.50466,0.50014,0.50863,0.50014,0.50863
4,0.49938,0.50225,0.27992,0.5007,0.50093,0.49997,0.5045,0.50023,0.50836,0.50023,0.50836
4.1,0.49938,0.50225,0.27992,0.5007,0.50093,0.49997,0.5045,0.50023,0.50836,0.50023,0.50836
4.2,0.49981,0.50029,0.28318,0.50052,0.50036,0.49997,0.50432,0.50009,0.50862,0.50009,0.50862
4.3,0.50043,0.4999,0.28663,0.50043,0.50069,0.49979,0.50428,0.50026,0.50867,0.50026,0.50867
4.4,0.50057,0.49952,0.28658,0.50005,0.50016,0.49996,0.50436,0.50026,0.50871,0.50026,0.50871
4.5,0.49971,0.50019,0.28898,0.50006,0.50028,0.50022,0.50423,0.50018,0.50864,0.50018,0.50864
4.6,0.49971,0.50019,0.28898,0.50006,0.50028,0.50022,0.50423,0.50018,0.50864,0.50018,0.50864
4.7,0.50134,0.49966,0.28917,0.49989,0.49983,0.49978,0.50424,0.50012,0.5085,0.50012,0.5085
4.8,0.49904,0.50014,0.28893,0.50005,0.49997,0.49985,0.50423,0.50014,0.50867,0.50014,0.50867
4.9,0.49904,0.50014,0.28893,0.50005,0.49997,0.49985,0.50423,0.50014,0.50867,0.50014,0.50867
5,0.49995,0.49923,0.28907,0.50017,0.50016,0.49984,0.50398,0.50033,0.50872,0.50033,0.50872
5.1,0.49995,0.49923,0.28907,0.50017,0.50016,0.49984,0.50398,0.50033,0.50872,0.50033,0.50872
5.2,0.49933,0.50072,0.28921,0.49978,0.50037,0.5001,0.50426,0.50029,0.50878,0.50029,0.50878
5.3,0.49962,0.49938,0.29113,0.50017,0.49961,0.4997,0.50416,0.50028,0.50867,0.50028,0.50867
5.4,0.49962,0.49938,0.29113,0.50017,0.49961,0.4997,0.50416,0.50028,0.50867,0.50028,0.50867
5.5,0.50072,0.50029,0.30233,0.50011,0.50005,0.50006,0.50414,0.50007,0.50871,0.50007,0.50871
5.6,0.50057,0.50024,0.30042,0.49988,0.49999,0.49991,0.50427,0.5003,0.50877,0.5003,0.50877
5.7,0.49938,0.49828,0.30368,0.49993,0.49985,0.50009,0.50432,0.50018,0.50869,0.50018,0.50869
5.8,0.49986,0.49904,0.30066,0.49988,0.49972,0.50001,0.50442,0.50015,0.50868,0.50015,0.50868
5.9,0.49986,0.49904,0.30066,0.49988,0.49972,0.50001,0.50442,0.50015,0.50868,0.50015,0.50868
6,0.50215,0.49971,0.30109,0.49988,0.50019,0.4993,0.5042,0.50036,0.5086,0.50036,0.5086
6.1,0.50024,0.49971,0.30315,0.49998,0.50047,0.49949,0.50422,0.5002,0.50861,0.5002,0.50861
6.2,0.49952,0.49981,0.3021,0.49999,0.5,0.49983,0.50441,0.50023,0.50873,0.50023,0.50873
6.3,0.49947,0.5,0.30243,0.4998,0.49971,0.49969,0.5041,0.50043,0.50866,0.50043,0.50866
6.4,0.49947,0.5,0.30243,0.4998,0.49971,0.49969,0.5041,0.50043,0.50866,0.50043,0.50866
6.5,0.50014,0.49938,0.30454,0.50004,0.49988,0.49987,0.50436,0.50002,0.5088,0.50002,0.5088
6.6,0.50014,0.49938,0.30454,0.50004,0.49988,0.49987,0.50436,0.50002,0.5088,0.50002,0.5088
6.7,0.49904,0.5,0.3031,0.49995,0.49983,0.50003,0.50437,0.50027,0.50875,0.50027,0.50875
6.8,0.50029,0.49995,0.3031,0.49974,0.49982,0.50011,0.5044,0.50006,0.50867,0.50006,0.50867
6.9,0.50029,0.49995,0.3031,0.49974,0.49982,0.50011,0.5044,0.50006,0.50867,0.50006,0.50867
7,0.4999,0.49928,0.30205,0.4999,0.49997,0.49975,0.50443,0.5002,0.50867,0.5002,0.50867
7.1,0.50024,0.50105,0.30411,0.50007,0.50013,0.50028,0.50423,0.5002,0.50852,0.5002,0.50852
7.2,0.50038,0.50062,0.30411,0.49988,0.50027,0.49984,0.5042,0.50009,0.50856,0.50009,0.50856
7.3,0.49928,0.49986,0.3042,0.49974,0.49989,0.50001,0.50435,0.50024,0.50861,0.50024,0.50861
7.4,0.49928,0.49986,0.3042,0.49974,0.49989,0.50001,0.50435,0.50024,0.50861,0.50024,0.50861
7.5,0.50038,0.50072,0.30463,0.50022,0.49993,0.50013,0.50423,0.5002,0.50866,0.5002,0.50866
7.6,0.50038,0.50072,0.30463,0.50022,0.49993,0.50013,0.50423,0.5002,0.50866,0.5002,0.50866
7.7,0.50029,0.5001,0.3053,0.49994,0.49966,0.49994,0.50446,0.50038,0.50857,0.50038,0.50857
7.8,0.49799,0.50124,0.30286,0.50015,0.49984,0.50015,0.50446,0.50018,0.50864,0.50018,0.50864
7.9,0.49799,0.50124,0.30286,0.50015,0.49984,0.50015,0.50446,0.50018,0.50864,0.50018,0.50864
8,0.50101,0.50182,0.30296,0.49981,0.50007,0.50013,0.50446,0.50026,0.50845,0.50026,0.50845
8.1,0.50101,0.50182,0.30296,0.49981,0.50007,0.50013,0.50446,0.50026,0.50845,0.50026,0.50845
8.2,0.49852,0.49813,0.30415,0.49983,0.50007,0.49973,0.50429,0.50019,0.50863,0.50019,0.50863
8.3,0.49919,0.50005,0.30482,0.49989,0.49989,0.50001,0.50435,0.50011,0.50855,0.50011,0.50855
8.4,0.49919,0.50005,0.30482,0.49989,0.49989,0.50001,0.50435,0.50011,0.50855,0.50011,0.50855
8.5,0.5001,0.50158,0.30459,0.49963,0.49998,0.50019,0.50435,0.50021,0.50857,0.50021,0.50857
8.6,0.49928,0.49976,0.30391,0.49999,0.4998,0.49996,0.50424,0.49999,0.50862,0.49999,0.50862
8.7,0.49909,0.49976,0.30506,0.49989,0.50047,0.50022,0.50445,0.50031,0.50868,0.50031,0.50868
8.8,0.50019,0.49986,0.30305,0.50033,0.5001,0.50007,0.50436,0.5002,0.50862,0.5002,0.50862
8.9,0.5,0.50072,0.30439,0.50015,0.49981,0.4999,0.50436,0.50021,0.50863,0.50021,0.50863
9,0.50024,0.50005,0.30214,0.49999,0.5003,0.50009,0.50429,0.50006,0.50857,0.50006,0.50857
9.1,0.50024,0.50005,0.30214,0.49999,0.5003,0.50009,0.50429,0.50006,0.50857,0.50006,0.50857
9.2,0.50067,0.49962,0.30257,0.50001,0.50007,0.50032,0.50435,0.50001,0.50856,0.50001,0.50856
9.3,0.50038,0.50072,0.30554,0.49994,0.50018,0.49999,0.50431,0.5001,0.50857,0.5001,0.50857
9.4,0.50038,0.50072,0.30554,0.49994,0.50018,0.49999,0.50431,0.5001,0.50857,0.5001,0.50857
9.5,0.49909,0.50086,0.30511,0.5002,0.50034,0.49994,0.50428,0.50019,0.50868,0.50019,0.50868
9.6,0.49909,0.50086,0.30511,0.5002,0.50034,0.49994,0.50428,0.50019,0.50868,0.50019,0.50868
9.7,0.50062,0.50024,0.3042,0.50004,0.50018,0.49986,0.5042,0.50012,0.50865,0.50012,0.50865
9.8,0.50034,0.49947,0.30425,0.49989,0.50039,0.50004,0.50425,0.5002,0.50856,0.5002,0.50856
9.9,0.50034,0.49947,0.30425,0.49989,0.50039,0.50004,0.50425,0.5002,0.50856,0.5002,0.50856
10,0.49612,0.49914,0.16146,0.52033,0.43416,0.50314,0.50691,0.50076,0.50686,0.50076,0.50686
10.1,0.49612,0.49914,0.16146,0.52033,0.43416,0.50314,0.50691,0.50076,0.50686,0.50076,0.50686
