0,0,0.002,0,0.002
0.1,0,0.002,0,0.002
0.2,0,0.002,0,0.002
0.3,9.3132e-10,0.002,0,0.002
0.4,0,0.002,0,0.002
0.5,9.3132e-10,0.002,0,0.002
0.6,0,0.002,0,0.002
0.7,0,0.002,0,0.002
0.8,0,0.002,0,0.002
0.9,0,0.002,9.3132e-10,0.002
1,0.0001131,0.023048,0,0.023162
1.1,0.022014,0.030115,0.014021,0.032362
1.2,0.033551,0.043773,0.028313,0.05602
1.3,0.050487,0.061811,0.046571,0.067412
1.4,0.072526,0.083209,0.06273,0.081049
1.5,0.09164,0.10157,0.090957,0.10178
1.6,0.11235,0.12599,0.10522,0.1285
1.7,0.13544,0.15157,0.12976,0.15725
1.8,0.16696,0.17501,0.15692,0.18467
1.9,0.19117,0.20638,0.18523,0.20959
2,0.21661,0.23544,0.21334,0.24128
2.1,0.25365,0.27249,0.24088,0.27221
2.2,0.28361,0.3059,0.27312,0.30541
2.3,0.31025,0.33221,0.30504,0.34076
2.4,0.32053,0.34627,0.31368,0.34798
2.5,0.33093,0.35046,0.32534,0.36284
2.6,0.3378,0.3676,0.33366,0.37622
2.7,0.34946,0.37588,0.34513,0.38944
2.8,0.36161,0.39631,0.35143,0.4018
2.9,0.37294,0.40725,0.36824,0.4102
3,0.38622,0.4158,0.38018,0.43136
3.1,0.39845,0.43302,0.38992,0.44324
3.2,0.40819,0.45241,0.40467,0.45867
3.3,0.42147,0.46617,0.41716,0.4741
3.4,0.4381,0.48269,0.4376,0.48605
3.5,0.45239,0.49886,0.44734,0.50324
3.6,0.46724,0.51778,0.46326,0.52364
3.7,0.50919,0.49784,0.51347,0.50295
3.8,0.51854,0.51653,0.52164,0.5101
3.9,0.52491,0.52122,0.52277,0.51607
4,0.55535,0.54726,0.55504,0.55443
4.1,0.54441,0.54604,0.54247,0.5496
4.2,0.54498,0.53782,0.5486,0.53915
4.3,0.5344,0.53733,0.53651,0.53531
4.4,0.53493,0.53989,0.53133,0.54084
4.5,0.53019,0.52837,0.53669,0.53075
4.6,0.53613,0.5292,0.53682,0.53067
4.7,0.52666,0.53105,0.53003,0.52689
4.8,0.53056,0.53183,0.53218,0.53099
4.9,0.53,0.52591,0.52157,0.52994
5,0.52555,0.53384,0.52626,0.53468
5.1,0.52581,0.5238,0.52864,0.5222
5.2,0.53303,0.52945,0.53036,0.52365
5.3,0.52155,0.52192,0.52799,0.52232
5.4,0.52617,0.52142,0.52709,0.52635
5.5,0.50615,0.5093,0.50534,0.50742
5.6,0.50145,0.4992,0.50233,0.49706
5.7,0.49727,0.49344,0.49848,0.49541
5.8,0.50398,0.49686,0.50324,0.49683
5.9,0.49755,0.49518,0.48958,0.50015
6,0.49482,0.50155,0.49606,0.49701
6.1,0.49356,0.49745,0.49579,0.49398
6.2,0.49773,0.50107,0.50005,0.49915
6.3,0.48946,0.49658,0.49562,0.49635
6.4,0.49802,0.50272,0.49286,0.50206
6.5,0.49686,0.49017,0.49972,0.48852
6.6,0.49654,0.50094,0.49641,0.49875
6.7,0.49197,0.49355,0.49521,0.49323
6.8,0.50004,0.49616,0.49945,0.49681
6.9,0.49458,0.49453,0.49524,0.48958
7,0.49254,0.49893,0.49213,0.49777
7.1,0.49506,0.48769,0.49426,0.49337
7.2,0.49342,0.49359,0.4966,0.49438
7.3,0.49355,0.49228,0.48776,0.49425
7.4,0.49894,0.48981,0.49761,0.49045
7.5,0.49137,0.4922,0.49216,0.49265
7.6,0.48964,0.49959,0.49141,0.49562
7.7,0.49168,0.49332,0.48951,0.49122
7.8,0.49262,0.49335,0.4935,0.49443
7.9,0.49698,0.48766,0.49072,0.48911
8,0.49478,0.49645,0.49746,0.49404
8.1,0.49015,0.49318,0.49109,0.48978
8.2,0.4978,0.48633,0.49765,0.49269
8.3,0.49467,0.48567,0.49817,0.48594
8.4,0.49305,0.5001,0.49615,0.49433
8.5,0.49547,0.48883,0.49516,0.48494
8.6,0.49366,0.49719,0.48953,0.49322
8.7,0.49427,0.49172,0.48833,0.48987
8.8,0.49599,0.49418,0.491,0.4927
8.9,0.49125,0.49095,0.49081,0.49041
9,0.49527,0.49706,0.49395,0.49636
9.1,0.48917,0.49108,0.48913,0.49417
9.2,0.49977,0.49461,0.498,0.49094
9.3,0.49409,0.48961,0.49349,0.48747
9.4,0.49578,0.49581,0.49444,0.49752
9.5,0.48662,0.49645,0.48668,0.49318
9.6,0.49599,0.48901,0.49784,0.4903
9.7,0.49457,0.48853,0.49567,0.48548
9.8,0.49552,0.49485,0.49668,0.49576
9.9,0.49318,0.49161,0.49446,0.48445
10,0.07087,1,0.12939,0.82558
10.1,1,0.80997,0.93831,0.78152
10.2,0.75972,0.64518,0.71011,0.63384
10.3,0.61242,0.53931,0.58887,0.54906
10.4,0.52799,0.4961,0.5371,0.51965
10.5,0.47528,0.47524,0.50661,0.50347
10.6,0.4443,0.45862,0.48579,0.48462
10.7,0.43005,0.43661,0.46166,0.46453
10.8,0.42705,0.41594,0.44662,0.44085
10.9,0.41833,0.41367,0.43888,0.42559
11,0.42229,0.41024,0.42426,0.42424
11.1,0.42218,0.41918,0.42379,0.4256
11.2,0.43041,0.42897,0.42743,0.42872
11.3,0.44054,0.44882,0.43249,0.43648
11.4,0.45911,0.45718,0.44358,0.44792
11.5,0.46862,0.47644,0.45697,0.46495
11.6,0.48733,0.48725,0.4766,0.47337
11.7,0.50738,0.49537,0.48784,0.49225
11.8,0.50791,0.51509,0.50214,0.50774
11.9,0.51977,0.5258,0.51793,0.517
12,0.52859,0.52999,0.525,0.52899
12.1,0.53529,0.53882,0.5365,0.52811
12.2,0.53528,0.54093,0.53521,0.54331
12.3,0.53838,0.53914,0.53759,0.54565
12.4,0.53847,0.53535,0.53953,0.54656
12.5,0.53357,0.5354,0.53939,0.54159
12.6,0.52863,0.53407,0.53526,0.53898
12.7,0.52171,0.532,0.53076,0.53466
12.8,0.52305,0.52019,0.52701,0.52903
12.9,0.51469,0.51618,0.52337,0.52299
13,0.50968,0.51144,0.51247,0.52188
13.1,0.51068,0.50406,0.51694,0.50721
13.2,0.50213,0.50914,0.50336,0.50853
13.3,0.50475,0.49963,0.49686,0.50748
13.4,0.5026,0.4988,0.49535,0.50202
13.5,0.50523,0.49826,0.49773,0.49065
13.6,0.49454,0.50114,0.49536,0.49724
13.7,0.49777,0.50138,0.49133,0.49744
13.8,0.50014,0.50117,0.49255,0.49651
13.9,0.50269,0.50165,0.49168,0.49753
14,0.50075,0.50435,0.5001,0.49533
14.1,0.50489,0.50311,0.50243,0.49857
14.2,0.50833,0.5068,0.50415,0.49821
14.3,0.50728,0.50542,0.50911,0.50268
14.4,0.50594,0.50923,0.50362,0.51069
14.5,0.51183,0.50628,0.51,0.5052
14.6,0.51054,0.5033,0.51376,0.50877
14.7,0.51351,0.50631,0.51088,0.50686
14.8,0.51176,0.50626,0.51159,0.50795
14.9,0.50765,0.50848,0.51196,0.50816
15,0.76015,0.74036,1,0.71903
15.1,0.79821,0.75474,0.76845,0.90503
15.2,0.69475,0.67259,0.6389,0.74695
15.3,0.66193,0.6159,0.57274,0.62974
15.4,0.62417,0.59985,0.53282,0.5524
15.5,0.58769,0.58401,0.50958,0.51817
15.6,0.55662,0.55624,0.4823,0.49576
15.7,0.52392,0.52607,0.47591,0.47604
15.8,0.49937,0.4951,0.47019,0.46713
15.9,0.47691,0.47412,0.46034,0.46814
16,0.45918,0.46201,0.46891,0.46549
16.1,0.45281,0.45474,0.4708,0.47345
16.2,0.45702,0.45256,0.48241,0.47566
16.3,0.45738,0.45886,0.49693,0.48196
16.4,0.46531,0.47125,0.50374,0.49321
16.5,0.47683,0.48369,0.51494,0.50367
16.6,0.49562,0.49423,0.52204,0.51019
