-0.060868,0.5,0.5,0.5,0.5
-0.060426,0.5,0.5,0.5,0.5
-0.040868,0.5,0.5,0.5,0.5
-0.040285,0.5,0.5,0.5,0.5
-0.020868,0.5,0.5,0.5,0.5
-0.020142,0.5,0.5,0.5,0.5
-0.00086784,0.5,0.5,0.5,0.5
0,0.5,0.5,0.5,0.5
0.020132,0.5,0.5,0.5,0.5
0.020279,0.5,0.5,0.5,0.5
0.020677,0.49081,0.49834,0.50053,0.5
0.020903,0.49127,0.49805,0.50037,0.5
0.021218,0.49145,0.49766,0.50065,0.5
0.022247,0.49112,0.49811,0.50029,0.5
0.022394,0.49113,0.49843,0.50062,0.5
0.022641,0.49076,0.49847,0.50058,0.5
0.023085,0.49114,0.49802,0.50048,0.5
0.02426,0.49072,0.49817,0.50034,0.5
0.024413,0.4906,0.49728,0.50039,0.5
0.02509,0.49082,0.49736,0.50036,0.5
0.02534,0.49141,0.49813,0.50055,0.5
0.025437,0.49084,0.49793,0.50037,0.5
0.025995,0.49076,0.49695,0.5002,0.5
0.026084,0.49069,0.49803,0.50065,0.5
0.026386,0.49101,0.49756,0.50029,0.5
0.026502,0.49106,0.4984,0.5004,0.5
0.027027,0.49067,0.49774,0.50065,0.5
0.02736,0.49108,0.49867,0.50049,0.5
0.029207,0.49093,0.4966,0.50024,0.5
0.040132,0.49093,0.4966,0.50024,0.5
0.040285,0.49093,0.4966,0.50024,0.5
0.053455,0.49072,0.49779,0.5011,0.5
0.053511,0.49024,0.49601,0.50068,0.5
0.053857,0.49354,0.5275,0.51666,0.71798
0.053882,0.47824,0.5067,0.50559,0.71633
0.05434,0.491,0.496,0.50103,0.5
0.054509,0.5333,0.51521,0.50095,0.7166
0.054659,0.49019,0.49666,0.5002,0.5
0.054757,0.4908,0.49641,0.50033,0.5
0.054787,0.47908,0.5161,0.49709,0.71586
0.054897,0.47814,0.47638,0.50143,0.71491
0.054908,0.48141,0.51279,0.50306,0.5
0.054997,0.54103,0.51179,0.51726,0.71675
0.055152,0.51303,0.49999,0.50096,0.71339
0.055159,0.49913,0.51711,0.50089,0.71135
0.055217,0.49109,0.49774,0.50097,0.5
0.055236,0.51085,0.51237,0.51229,0.71059
0.055237,0.49037,0.49851,0.5009,0.5
0.055306,0.54538,0.52411,0.515,0.717
0.055312,0.50958,0.53091,0.50674,0.71061
0.055325,0.48991,0.49806,0.50061,0.5
0.055491,0.50379,0.50783,0.51026,0.71448
0.05555,0.45242,0.48093,0.49229,0.69936
0.055868,0.51132,0.51476,0.51046,0.71777
0.056017,0.49201,0.49494,0.4976,0.70926
0.056073,0.45791,0.49122,0.50182,0.71202
0.056098,0.50832,0.51299,0.5034,0.71313
0.056107,0.56964,0.53634,0.50998,0.71848
0.056173,0.4702,0.54068,0.5131,0.71756
0.056194,0.48205,0.48059,0.49862,0.71508
0.056209,0.51869,0.5089,0.50815,0.70926
0.056238,0.49513,0.49633,0.49616,0.708
0.056312,0.5341,0.49519,0.50568,0.71247
0.056396,0.50684,0.5261,0.511,0.71344
0.056411,0.49105,0.49623,0.49994,0.5
0.056678,0.45729,0.48356,0.5006,0.71317
0.056825,0.47415,0.47302,0.50337,0.71101
0.056882,0.49817,0.49131,0.50061,0.71577
0.056913,0.55745,0.52785,0.50989,0.71396
0.056934,0.49452,0.47997,0.49765,0.53654
0.056939,0.46326,0.4937,0.50093,0.70966
0.056941,0.47638,0.5149,0.50467,0.71729
0.056948,0.54286,0.56613,0.5149,0.71391
0.056954,0.48217,0.5217,0.50303,0.70932
0.056983,0.48343,0.48779,0.50759,0.71359
0.056987,0.45225,0.48451,0.49444,0.71223
0.056994,0.53859,0.53178,0.50625,0.71003
0.057075,0.48972,0.49708,0.50031,0.5
0.057241,0.46591,0.49851,0.50198,0.71194
0.057286,0.51929,0.52767,0.50494,0.71643
0.057307,0.43924,0.51436,0.50064,0.7118
0.05732,0.50203,0.50748,0.51326,0.70949
0.057324,0.4907,0.49566,0.50098,0.5
0.057378,0.52646,0.50662,0.51396,0.69743
0.057392,0.51448,0.4958,0.50372,0.70311
0.057395,0.46888,0.49985,0.49929,0.71967
0.057414,0.48958,0.51687,0.50711,0.71342
0.057418,0.49115,0.49564,0.50095,0.5
0.057491,0.49109,0.49712,0.50115,0.5
0.057524,0.48391,0.47406,0.49297,0.6339
0.057535,0.55158,0.5267,0.51646,0.71626
0.057621,0.48657,0.51291,0.50438,0.71628
0.057622,0.55059,0.5145,0.50595,0.71057
0.057775,0.4923,0.50203,0.50575,0.71496
0.057844,0.52557,0.49711,0.51103,0.52272
0.057903,0.56057,0.49913,0.50871,0.71273
0.057924,0.48997,0.4967,0.50017,0.5
0.058036,0.46876,0.50302,0.48956,0.71446
0.058043,0.49084,0.4964,0.50026,0.5
0.058124,0.51474,0.51711,0.50929,0.70855
0.058302,0.53219,0.4894,0.50238,0.75767
0.058398,0.49062,0.49786,0.50107,0.5
0.058408,0.48638,0.52262,0.50133,0.6971
0.058507,0.49113,0.49703,0.50022,0.5
0.058535,0.49065,0.51251,0.51078,0.71645
0.058583,0.49025,0.49805,0.50078,0.5
0.058701,0.48974,0.49701,0.50055,0.5
0.058756,0.52871,0.49938,0.50473,0.71427
0.058763,0.48996,0.49724,0.49597,0.71246
0.058765,0.49268,0.49865,0.50023,0.5
0.058776,0.53518,0.51399,0.50904,0.71122
0.058922,0.49042,0.49614,0.50029,0.5
0.058967,0.54083,0.50351,0.50904,0.71099
0.05902,0.50828,0.49932,0.50222,0.70791
0.059032,0.49128,0.49843,0.50041,0.5
0.059036,0.4998,0.5123,0.51403,0.71396
0.05904,0.5563,0.50916,0.50742,0.72179
0.059057,0.5266,0.48905,0.50744,0.71406
0.059091,0.49112,0.49568,0.50058,0.5
0.0591,0.51349,0.50933,0.50272,0.71065
0.059115,0.52181,0.49443,0.49907,0.71174
0.059207,0.41949,0.49858,0.48586,0.65988
0.059272,0.4906,0.49821,0.50139,0.5
0.059288,0.46062,0.48762,0.4929,0.69689
0.059302,0.53136,0.50537,0.50595,0.71152
0.05931,0.5017,0.49234,0.50068,0.71135
0.059319,0.51269,0.50529,0.51261,0.71398
0.059414,0.49025,0.49845,0.50094,0.5
0.059425,0.52639,0.53089,0.5089,0.7078
0.059492,0.49014,0.49758,0.50069,0.5
0.059632,0.50485,0.50148,0.50701,0.7146
0.059646,0.46491,0.48646,0.50068,0.71459
0.059671,0.49985,0.50929,0.50088,0.71087
0.05968,0.49326,0.49621,0.50014,0.5
0.059687,0.46078,0.50034,0.49867,0.70976
0.059702,0.51283,0.51796,0.50755,0.71481
0.059997,0.54828,0.52082,0.5063,0.71207
0.060033,0.52359,0.51431,0.50881,0.71153
0.060132,0.52359,0.51431,0.50881,0.71153
0.060135,0.56135,0.51918,0.50703,0.62842
0.060171,0.51329,0.50898,0.49599,0.70935
0.060338,0.48669,0.48912,0.49303,0.71263
0.060364,0.52284,0.52265,0.50559,0.71201
0.060386,0.54983,0.51718,0.5088,0.71214
0.060432,0.48077,0.49956,0.5012,0.71432
